#\*l[\oA]	F(\*l)
 10895.5  1.00777e+00
 10896.1  1.00925e+00
 10896.8  1.00808e+00
 10897.4  1.01453e+00
 10898.0  1.01789e+00
 10898.7  1.00328e+00
 10899.3  1.00598e+00
 10899.9  9.72056e-01
 10900.6  9.89784e-01
 10901.2  9.49134e-01
 10901.8  9.92579e-01
 10902.5  9.79770e-01
 10903.1  1.00338e+00
 10903.7  9.79875e-01
 10904.4  9.80635e-01
 10905.0  9.89715e-01
 10905.6  1.01049e+00
 10906.3  1.02671e+00
 10906.9  1.04122e+00
 10907.6  1.04579e+00
 10908.2  1.05714e+00
 10908.8  1.00892e+00
 10909.5  1.05693e+00
 10910.1  1.06124e+00
 10910.7  1.06617e+00
 10911.4  1.06538e+00
 10912.0  1.05978e+00
 10912.6  1.06602e+00
 10913.3  1.06794e+00
 10913.9  1.10183e+00
 10914.5  1.08305e+00
 10915.2  1.09104e+00
 10915.8  1.05550e+00
 10916.4  1.08475e+00
 10917.1  1.08400e+00
 10917.7  1.06801e+00
 10918.3  1.10223e+00
 10919.0  1.04502e+00
 10919.6  1.11433e+00
 10920.2  1.09667e+00
 10920.9  1.11239e+00
 10921.5  1.11598e+00
 10922.1  1.09714e+00
 10922.8  1.03857e+00
 10923.4  1.03486e+00
 10924.0  1.02454e+00
 10924.7  1.03899e+00
 10925.3  1.08841e+00
 10925.9  1.03951e+00
 10926.6  1.02351e+00
 10927.2  1.11889e+00
 10927.9  1.08113e+00
 10928.5  1.09317e+00
 10929.1  1.10272e+00
 10929.8  1.08551e+00
 10930.4  1.07919e+00
 10931.0  1.07065e+00
 10931.7  1.13439e+00
 10932.3  1.18385e+00
 10932.9  1.25203e+00
 10933.6  1.30730e+00
 10934.2  1.34517e+00
 10934.8  1.32063e+00
 10935.5  1.26227e+00
 10936.1  1.23675e+00
 10936.7  1.25004e+00
 10937.4  1.31259e+00
 10938.0  1.29141e+00
 10938.6  1.29817e+00
 10939.3  1.25775e+00
 10939.9  1.24443e+00
 10940.5  1.23188e+00
 10941.2  1.19035e+00
 10941.8  1.22215e+00
 10942.4  1.18706e+00
 10943.1  1.12101e+00
 10943.7  1.14640e+00
 10944.3  1.04473e+00
 10945.0  9.82118e-01
 10945.6  9.74788e-01
 10946.2  9.90847e-01
 10946.9  9.41945e-01
 10947.5  9.43927e-01
 10948.1  1.06198e+00
 10948.8  1.08662e+00
 10949.4  1.10309e+00
 10950.1  1.12537e+00
 10950.7  1.13586e+00
 10951.3  1.11995e+00
 10952.0  1.13302e+00
 10952.6  1.12074e+00
 10953.2  1.12834e+00
 10953.9  1.10291e+00
 10954.5  1.07508e+00
 10955.1  1.08625e+00
 10955.8  1.04388e+00
 10956.4  1.05862e+00
 10957.0  1.03268e+00
 10957.7  9.85044e-01
 10958.3  1.07021e+00
 10958.9  1.06154e+00
 10959.6  1.04212e+00
 10960.2  1.02674e+00
 10960.8  1.02927e+00
 10961.5  1.04289e+00
 10962.1  1.02531e+00
 10962.7  1.05716e+00
 10963.4  1.04497e+00
 10964.0  1.06293e+00
 10964.6  1.02013e+00
 10965.3  1.02775e+00
 10965.9  1.03948e+00
 10966.5  1.02725e+00
 10967.2  1.03624e+00
 10967.8  9.99753e-01
 10968.4  1.01606e+00
 10969.1  9.92686e-01
 10969.7  1.04128e+00
 10970.4  1.01587e+00
 10971.0  1.02191e+00
 10971.6  1.01428e+00
 10972.3  1.01863e+00
 10972.9  1.04266e+00
 10973.5  1.00274e+00
 10974.2  9.81923e-01
 10974.8  9.83457e-01
 10975.4  9.76315e-01
 10976.1  9.27709e-01
 10976.7  9.80438e-01
 10977.3  9.37410e-01
 10978.0  9.92817e-01
 10978.6  9.68398e-01
 10979.2  9.99125e-01
 10979.9  1.00647e+00
 10980.5  1.02402e+00
 10981.1  1.03863e+00
 10981.8  1.03087e+00
 10982.4  9.89549e-01
 10983.0  9.97130e-01
 10983.7  9.96976e-01
 10984.3  9.95881e-01
 10984.9  1.00198e+00
 10985.6  9.67414e-01
 10986.2  9.82268e-01
 10986.8  9.54648e-01
 10987.5  9.67086e-01
 10988.1  9.71177e-01
 10988.7  9.74192e-01
 10989.4  9.64943e-01
 10990.0  1.01432e+00
 10990.6  9.82953e-01
 10991.3  9.99629e-01
 10991.9  1.00854e+00
 10992.6  9.56862e-01
 10993.2  9.67664e-01
 10993.8  9.45886e-01
 10994.5  1.03430e+00
 10995.1  9.29686e-01
 10995.7  9.47686e-01
 10996.4  9.60302e-01
 10997.0  9.88899e-01
 10997.6  9.82427e-01
 10998.3  9.72555e-01
 10998.9  9.97142e-01
 10999.5  1.00055e+00
 11000.2  9.92776e-01
 11000.8  9.98039e-01
 11001.4  1.00859e+00
 11002.1  1.00380e+00
 11002.7  9.91531e-01
 11003.3  9.70472e-01
 11004.0  9.64683e-01
 11004.6  1.02736e+00
 11005.2  1.04118e+00
 11005.9  9.99117e-01
 11006.5  9.78920e-01
 11007.1  9.52324e-01
 11007.8  9.63649e-01
 11008.4  9.67401e-01
 11009.0  9.40882e-01
 11009.7  9.81883e-01
 11010.3  1.01119e+00
 11010.9  9.80453e-01
 11011.6  1.01097e+00
 11012.2  1.00136e+00
 11012.9  9.97204e-01
 11013.5  1.01673e+00
 11014.1  1.02031e+00
 11014.8  1.01273e+00
 11015.4  9.23642e-01
 11016.0  9.40460e-01
 11016.7  9.55583e-01
 11017.3  9.56054e-01
 11017.9  9.33272e-01
 11018.6  9.27245e-01
 11019.2  9.72442e-01
 11019.8  9.86445e-01
 11020.5  9.98045e-01
